source,title_en,title_ko,tier,link,published
kicker,Schweigeminute vor jedem Auftaktspiel der Champions League,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,rumor,https://www.kicker.de/schweigeminute-vor-jedem-auftaktspiel-der-champions-league-1250528/artikel#omrss,2026-09-07 09:56
kicker,FCK-Trio und ein unüberwindbarer Dähne: Die Elf des Tages in der 2. Liga,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,rumor,https://www.kicker.de/fck-trio-und-ein-unueberwindbarer-daehne-die-elf-des-tages-in-der-2-liga-1250518/artikel#omrss,2026-09-07 09:09
kicker,"""Deswegen haben wir ihn verpflichtet"": Veerman stabilisiert den BVB",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,agreed,https://www.kicker.de/deswegen-haben-wir-ihn-verpflichtet-veerman-stabilisiert-den-bvb-1250151/artikel#omrss,2026-09-07 09:03
kicker,Aachen und Saarbrücken dominieren: Die Elf des Tages in der 3. Liga,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,rumor,https://www.kicker.de/aachen-und-saarbruecken-dominieren-die-elf-des-tages-in-der-3-liga-1250517/artikel#omrss,2026-09-07 08:44
kicker,Gindorf und Oudenne: Bei 96 funktioniert's auf die linke Tour,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,rumor,https://www.kicker.de/gindorf-und-oudenne-bei-96-funktioniert-s-auf-die-linke-tour-1250276/artikel#omrss,2026-09-07 08:40
kicker,Nach Kritik: Mathisen zeigt starke Antwort auf der Alm,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,rumor,https://www.kicker.de/nach-kritik-mathisen-zeigt-starke-antwort-auf-der-alm-1250247/artikel#omrss,2026-09-07 08:28
kicker,Traumdebüt für Arsenals Frauen: Baum widmet Siegtor ihrem verstorbenen Bruder,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,rumor,https://www.kicker.de/traumdebuet-fuer-arsenals-frauen-baum-widmet-siegtor-ihrem-verstorbenen-bruder-1250484/artikel#omrss,2026-09-07 08:27
kicker,"Ilzers Schiri-Kritik: ""Das ist mangelndes Fußballverständnis""",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,rumor,https://www.kicker.de/ilzers-schiri-kritik-das-ist-mangelndes-fussballverstaendnis-1250490/artikel#omrss,2026-09-07 08:22
kicker,Musialas maue Bilanz - mit dem entscheidenden Zusatz,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,rumor,https://www.kicker.de/musialas-maue-bilanz-mit-dem-entscheidenden-zusatz-1250175/artikel#omrss,2026-09-07 08:08
kicker,"""Es tut weh"": Xabi Alonso nach Pleite gegen Arsenal",“아프다”: 아스날에 패한 후 사비 알론소,rumor,https://www.kicker.de/es-tut-weh-xabi-alonso-nach-pleite-gegen-arsenal-1250481/video#omrss,2026-09-07 07:41
kicker,Wechselfehler in der Women's Super League: Droht Palace direkt ein Punktabzug?,여자 슈퍼리그의 교체 오류: 팰리스가 승점 차감 위기에 처해 있나요?,rumor,https://www.kicker.de/wechselfehler-in-der-women-s-super-league-droht-palace-direkt-ein-punktabzug-1250470/artikel#omrss,2026-09-07 07:25
kicker,"Spalletti sitzt im ""Kolo-Muani-Zug"": Welche Rolle nimmt Woltemade bei Juve ein?",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,rumor,https://www.kicker.de/spalletti-sitzt-im-kolo-muani-zug-welche-rolle-nimmt-woltemade-bei-juve-ein-1250448/artikel#omrss,2026-09-07 05:58
