source,title_en,title_ko,tier,link,published
L'Équipe,"Meilleur buteur de trois compétitions sans gagner de trophée, la drôle de saison de Kylian Mbappé","트로피 따지 못한 채 3개 대회 득점왕, 킬리안 음바페의 웃긴 시즌",rumor,https://www.lequipe.fr/Football/Actualites/Meilleur-buteur-de-trois-competitions-sans-gagner-de-trophee-la-drole-de-saison-de-kylian-mbappe/1705846#at_medium=RSS_feeds,2026-07-20 07:51
L'Équipe,"12,24 millions de téléspectateurs devant la finale de la Coupe du monde 2026 Espagne-Argentine sur M6","M6에서 2026 스페인-아르헨티나 월드컵 결승전을 시청하는 시청자 1,224만 명",rumor,https://www.lequipe.fr/Medias/Actualites/12-24-millions-de-telespectateurs-devant-la-finale-de-la-coupe-du-monde-2026-espagne-argentine-sur-m6/1705843#at_medium=RSS_feeds,2026-07-20 07:35
L'Équipe,"Cherki, un crispant et inefficace douzième homme",긴장되고 무력한 열두 번째 남자 체르키,rumor,https://www.lequipe.fr/Football/Article/Entre-nervosite-et-inefficacite-la-coupe-du-monde-manquee-de-rayan-cherki-loin-du-role-de-talentueux-douzieme-homme-qu-on-lui-predisait/1705745#at_medium=RSS_feeds,2026-07-20 07:32
L'Équipe,"Euro U19, Euro U21, Euro, Ligue des nations et Coupe du monde : Mikel Merino, Unai Simon et Luis de la Fuente ont tout gagné ensemble","유로 U19, 유로 U21, 유로, 네이션스리그, 월드컵: 미켈 메리노, 우나이 시몬, 루이스 데 라 푸엔테가 함께 모든 것을 우승했습니다.",rumor,https://www.lequipe.fr/Football/Actualites/Euro-u19-euro-u21-euro-ligue-des-nations-et-coupe-du-monde-mikel-merino-unai-simon-et-luis-de-la-fuente-ont-tout-gagne-ensemble/1705842#at_medium=RSS_feeds,2026-07-20 07:28
L'Équipe,Coupe du monde : un adolescent meurt lors des célébrations du titre en Espagne,월드컵: 스페인 우승 축하 행사 중 10대 사망,rumor,https://www.lequipe.fr/Football/Actualites/Coupe-du-monde-un-adolescent-meurt-lors-des-celebrations-du-titre-en-espagne/1705840#at_medium=RSS_feeds,2026-07-20 07:12
L'Équipe,"L'avenir de Mohamed Sanhadji, un sujet qui cristallise les tensions entre les Bleus et la FFF",블루스와 FFF 사이의 긴장을 결정짓는 주제인 모하메드 산하지(Mohamed Sanhadji)의 미래,rumor,https://www.lequipe.fr/Football/Actualites/L-avenir-de-mohamed-sanhadji-un-sujet-qui-cristallise-les-tensions-entre-les-bleus-et-la-fff/1705789#at_medium=RSS_feeds,2026-07-20 07:00
L'Équipe,"Mercato : les transferts les plus marquants, les plus chers... Le bilan après un mois","메르카토: 가장 중요한 이적, 가장 비싼... 한 달 후의 결과",rumor,https://www.lequipe.fr/Football/Actualites/Mercato-les-transferts-les-plus-marquants-les-plus-chers-le-bilan-apres-un-mois/1705686#at_medium=RSS_feeds,2026-07-20 07:00
L'Équipe,Unai Simon a eu moins d'arrêts à effectuer durant l'ensemble de la Coupe du monde qu'Emiliano Martinez en finale,우나이 시몬은 월드컵 전체 동안 결승전에서 에밀리아노 마르티네즈보다 더 적은 세이브를 기록했습니다.,rumor,https://www.lequipe.fr/Football/Actualites/Unai-simon-a-eu-moins-d-arrets-a-effectuer-durant-l-ensemble-de-la-coupe-du-monde-qu-emiliano-martinez-en-finale/1705838#at_medium=RSS_feeds,2026-07-20 06:38
L'Équipe,Tactique : l'Espagne ou le sacre d'un collectif qui ne concède rien,전술: 스페인 또는 아무것도 양보하지 않는 집단의 대관식,rumor,https://www.lequipe.fr/Football/Article/Tactique-l-espagne-ou-le-sacre-d-un-collectif-qui-ne-concede-rien/1705837#at_medium=RSS_feeds,2026-07-20 06:22
L'Équipe,"Ferran Torres, héros d'un soir","어느 날 저녁의 영웅, 페란 토레스",rumor,https://www.lequipe.fr/Football/Article/Malheureux-jusque-la-ferran-torres-a-endosse-le-costume-du-heros-pour-offrir-le-titre-de-champion-du-monde-a-l-espagne-en-finale-contre-l-argentine/1705797#at_medium=RSS_feeds,2026-07-20 06:09
L'Équipe,Fabian Ruiz dans un cercle très fermé,매우 닫힌 서클의 파비안 루이즈,rumor,https://www.lequipe.fr/Football/Actualites/Fabian-ruiz-dans-le-cercle-tres-ferme-des-joueurs-ayant-gagne-la-ligue-des-champions-et-la-coupe-du-monde-la-meme-annee/1704838#at_medium=RSS_feeds,2026-07-20 06:05
L'Équipe,Gianni Infantino et Donald Trump symboles d'une Coupe du monde marquée par les polémiques autour de l'argent roi et de l'ingérence politique,잔니 인판티노와 도널드 트럼프는 돈왕과 정치적 개입을 둘러싼 논란으로 얼룩진 월드컵의 상징이다,rumor,https://www.lequipe.fr/Football/Actualites/Gianni-infantino-et-donald-trump-symboles-d-une-coupe-du-monde-marquee-par-les-polemiques-autour-de-l-argent-roi-et-de-l-ingerence-politique/1705835#at_medium=RSS_feeds,2026-07-20 06:01
L'Équipe,Varane : «Les Espagnols parlent tous le même football»,바란: “스페인 사람들은 모두 같은 축구를 말한다”,rumor,https://www.lequipe.fr/Football/Article/Le-debrief-de-raphael-varane-apres-la-finale-de-coupe-du-monde-espagne-argentine-les-espagnols-parlent-tous-le-meme-football/1705834#at_medium=RSS_feeds,2026-07-20 05:55
L'Équipe,"Luis De la Fuente, après le sacre de l'Espagne à la Coupe du monde : « Le bonheur doit ressembler à ça »",스페인 월드컵 우승 후 루이스 데 라 푸엔테: “행복은 이런 모습이어야 합니다”,rumor,https://www.lequipe.fr/Football/Actualites/Luis-de-la-fuente-apres-le-sacre-de-l-espagne-a-la-coupe-du-monde-le-bonheur-doit-ressembler-a-ca/1705832#at_medium=RSS_feeds,2026-07-20 05:42
L'Équipe,"Simón, Porro et Cucurella aux anges : « Remporter une Coupe du monde, c’est unique »","천국의 시몬, 포로, 쿠쿠렐라: “월드컵 우승은 특별합니다”",rumor,https://www.lequipe.fr/Football/Video/Coupe-du-monde-2026-simon-porro-et-cucurella-aux-anges-remporter-une-coupe-du-monde-c-est-unique/20237953#at_medium=RSS_feeds,2026-07-20 05:20
L'Équipe,"Podcast « L'Équipe du Mondial » - L'Espagne impériale, les larmes de Messi : le débrief de la finale","팟캐스트 “월드컵 팀” - 스페인 제국, 메시의 눈물: 결승전 보고",rumor,https://www.lequipe.fr/Football/Actualites/Podcast-l-equipe-du-mondial-l-espagne-imperiale-les-larmes-de-messi-le-debrief-de-la-finale/1705831#at_medium=RSS_feeds,2026-07-20 05:03
L'Équipe,"Primes, voyages des familles, succession de Deschamps... : comment la dégradation des relations avec la FFF a perturbé la Coupe du monde des Bleus","보너스, 가족 여행, 데샹의 계승...: FFF와의 관계 악화가 어떻게 블루스의 월드컵을 방해했는지",rumor,https://www.lequipe.fr/Football/Article/Primes-voyages-des-familles-succession-de-deschamps-comment-la-degradation-des-relations-avec-la-fff-a-perturbe-la-coupe-du-monde-des-bleus/1705798#at_medium=RSS_feeds,2026-07-20 05:00
