player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal,tm_photo
Ali Abdi,Nice,"MF,DF",31,1187,0.23,0.0,1.21,0.3,2.5,0.758,0.833,1.667,1.364,0.076,,ali abdi,2027-06-30,211474.0,2026-07-09T08:47:19,2024-09-02,,https://img.a.transfermarkt.technology/portrait/medium/211474-1756827001.jpg?lm=1
Antoine Mendy,Nice,DF,21,2097,0.04,0.0,0.73,0.3,0.901,0.815,1.502,1.288,0.944,0.043,,antoine mendy,2028-06-30,891998.0,2026-07-09T08:47:19,2022-07-01,,https://img.a.transfermarkt.technology/portrait/medium/891998-1756827019.jpg?lm=1
Badredine Bouanani,Nice,MF,20,93,0.0,0.0,0.97,0.0,5.0,1.0,0.0,0.0,2.0,0.0,,badredine bouanani,,,,,,
Bernard Nguene,Nice,FW,18,138,0.0,0.0,1.96,0.0,0.667,2.0,0.667,2.0,1.333,0.667,,bernard nguene,,,,,,
Bilal Brahimi,Nice,"FW,MF",25,1,0.0,0.0,0.0,0.0,,,,,,,,bilal brahimi,,,,,,
Brad Mantsounga,Nice,DF,17,90,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,,brad mantsounga,,,,,,
Charles Vanhoutte,Nice,MF,26,1772,0.0,0.1,0.25,0.05,0.66,1.066,1.421,1.777,0.406,0.0,,charles vanhoutte,,,,,,
Dante,Nice,DF,41,849,0.0,0.11,0.74,0.11,0.0,1.17,0.532,0.957,0.426,0.106,,dante,,,,,,
Djibril Coulibaly,Nice,MF,16,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,djibril coulibaly,2028-06-30,1208968.0,2026-07-09T08:47:19,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/1208968-1756823312.jpg?lm=1
Elye Wahi,Nice,FW,22,922,0.39,0.1,2.25,1.46,0.882,0.196,0.392,2.059,0.49,1.961,,elye wahi,,,,,,
Everton Pereira,Nice,MF,18,135,0.0,0.0,1.33,0.0,0.0,2.0,0.0,2.667,0.0,0.0,,everton pereira,,,,,,
Gabin Bernardeau,Nice,MF,19,95,0.0,0.0,2.84,0.95,4.545,0.0,3.636,0.909,2.727,0.909,,gabin bernardeau,2029-06-30,1254786.0,2026-07-09T08:47:19,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/1254786-1756822514.jpg?lm=1
Hamza Koutoune,Nice,DF,18,1,0.0,0.0,0.0,0.0,,,,,,,,hamza koutoune,2028-06-30,1134250.0,2026-07-09T08:47:19,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/1134250-1756822862.jpg?lm=1
Hicham Boudaoui,Nice,MF,25,1694,0.05,0.11,1.12,0.48,1.011,0.957,0.851,1.011,2.128,0.106,,hicham boudaoui,2027-06-30,560593.0,2026-07-09T08:47:19,2019-09-02,,https://img.a.transfermarkt.technology/portrait/medium/560593-1756824680.jpg?lm=1
Isak Jansson,Nice,"FW,MF",23,644,0.14,0.0,2.38,1.54,2.222,0.694,1.111,1.389,1.111,0.0,,isak jansson,2025-07-10,535820.0,2026-07-09T08:47:19,2025-07-10,,https://img.a.transfermarkt.technology/portrait/medium/535820-1756823293.jpg?lm=1
Jeremie Boga,Nice,"MF,FW",28,646,0.28,0.28,2.09,0.7,1.667,0.417,0.694,0.278,1.528,0.0,,jeremie boga,,,,,,
Jonathan Clauss,Nice,"MF,DF",32,2530,0.04,0.21,0.82,0.21,7.936,1.673,1.352,0.783,0.605,0.036,,jonathan clauss,2028-06-30,175639.0,2026-07-09T08:47:19,2024-07-25,,https://img.a.transfermarkt.technology/portrait/medium/175639-1756827010.jpg?lm=1
Kaïl Boudache,Nice,"MF,FW",19,531,0.17,0.0,2.2,0.34,1.356,1.017,1.525,0.847,0.678,0.0,,kail boudache,,,,,,
Kevin Carlos,Nice,FW,24,880,0.0,0.0,2.25,0.72,0.306,0.102,0.102,2.959,1.633,0.51,,kevin carlos,2030-06-30,718201.0,2026-07-09T08:47:19,2025-08-18,,https://img.a.transfermarkt.technology/portrait/medium/718201-1756823208.jpg?lm=1
Kojo Peprah Oppong,Nice,DF,21,2425,0.04,0.0,0.37,0.11,0.186,1.115,1.041,1.152,1.115,0.037,,kojo peprah oppong,2029-06-30,1113451.0,2026-07-09T08:47:19,2025-07-25,,https://img.a.transfermarkt.technology/portrait/medium/1113451-1756823346.jpg?lm=1
Maxime Dupé,Nice,GK,32,720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,maxime dupe,,,,,,
Melvin Bard,Nice,"DF,MF",24,2394,0.08,0.04,0.56,0.19,2.895,1.541,1.09,0.977,1.015,0.113,,melvin bard,2028-06-30,532775.0,2026-07-09T08:47:19,2021-07-16,,https://img.a.transfermarkt.technology/portrait/medium/532775-1756826939.jpg?lm=1
Mohamed Ali Cho,Nice,"FW,MF",21,1667,0.22,0.16,1.73,0.76,2.108,0.216,0.486,0.757,1.73,0.27,,mohamed ali cho,,,,,,
Morgan Sanson,Nice,MF,30,1772,0.0,0.1,0.97,0.2,1.98,1.218,1.269,1.777,1.066,0.102,,morgan sanson,2027-06-30,174094.0,2026-07-09T08:47:19,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/174094-1756824698.jpg?lm=1
Moïse Bombito,Nice,DF,25,145,0.0,0.0,0.0,0.0,0.0,1.25,0.625,1.875,0.625,0.0,,moise bombito,2028-06-30,1089202.0,2026-07-09T08:47:19,2024-08-19,,https://img.a.transfermarkt.technology/portrait/medium/1089202-1756826846.jpg?lm=1
Pablo Rosario,Nice,"DF,MF",28,28,0.0,0.0,6.43,3.21,0.0,0.0,0.0,0.0,0.0,0.0,,pablo rosario,,,,,,
Salis Abdul Samed,Nice,MF,25,911,0.0,0.0,0.1,0.0,0.198,1.089,0.693,1.881,0.99,0.0,,salis abdul samed,2028-06-30,688707.0,2026-07-09T08:47:19,2025-08-14,,https://img.a.transfermarkt.technology/portrait/medium/688707-1756823332.jpg?lm=1
Sofiane Diop,Nice,"MF,FW",25,2130,0.25,0.08,2.28,0.72,1.561,0.759,0.38,0.928,1.941,0.295,,sofiane diop,2027-06-30,569389.0,2026-07-09T08:47:19,2022-08-29,,https://img.a.transfermarkt.technology/portrait/medium/569389-1756824417.jpg?lm=1
Tanguy Ndombele,Nice,MF,28,275,0.0,0.33,1.64,0.33,0.323,0.323,0.323,0.323,2.258,0.0,,tanguy ndombele,,,,,,
Terem Moffi,Nice,FW,26,488,0.37,0.0,2.95,1.48,0.0,0.0,0.185,0.37,0.37,1.296,,terem moffi,2027-06-30,538874.0,2026-07-09T08:47:19,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/538874-1780563723.jpg?lm=1
Tiago Gouveia,Nice,MF,24,532,0.0,0.0,2.03,0.68,0.678,1.525,0.508,1.017,1.525,0.0,,tiago gouveia,,,,,,
Tom Louchet,Nice,MF,22,1367,0.2,0.13,1.38,0.4,3.355,0.592,1.118,1.053,0.855,0.0,,tom louchet,2027-06-30,750904.0,2026-07-09T08:47:19,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/750904-1756824707.jpg?lm=1
Yehvann Diouf,Nice,GK,25,2340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,yehvann diouf,2030-06-30,448632.0,2026-07-09T08:47:19,2025-07-03,,https://img.a.transfermarkt.technology/portrait/medium/448632-1756822717.jpg?lm=1
Youssouf Ndayishimiye,Nice,MF,26,72,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,,youssouf ndayishimiye,2027-06-30,674612.0,2026-07-09T08:47:19,2023-01-25,,https://img.a.transfermarkt.technology/portrait/medium/674612-1739970953.jpg?lm=1
Zoumana Diallo,Nice,FW,20,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,,zoumana diallo,,,,,,
Achraf Hakimi,PSG,DF,26,1375,0.13,0.13,1.77,0.59,2.81,0.719,0.85,0.588,1.111,0.261,,achraf hakimi,2029-06-30,398073.0,2026-07-09T08:47:22,2021-07-06,,https://img.a.transfermarkt.technology/portrait/medium/398073-1672304327.jpg?lm=1
Bradley Barcola,PSG,FW,22,1743,0.57,0.05,3.41,1.55,1.34,0.619,0.825,1.031,0.515,0.309,,bradley barcola,2028-06-30,708265.0,2026-07-09T08:47:22,2023-08-31,,https://img.a.transfermarkt.technology/portrait/medium/708265-1780989250.jpg?lm=1
Dimitri Lucea,PSG,DF,18,60,0.0,0.0,0.0,0.0,0.0,2.857,2.857,1.429,1.429,0.0,,dimitri lucea,,,,,,
Dro Fernández,PSG,MF,17,682,0.13,0.0,1.19,0.4,0.526,1.184,0.658,1.053,1.579,0.0,,dro fernandez,2030-06-30,1071596.0,2026-07-09T08:47:22,2026-01-26,,https://img.a.transfermarkt.technology/portrait/medium/1071596-1774274719.jpg?lm=1
Désiré Doué,PSG,"FW,MF",20,1348,0.47,0.27,3.67,1.27,3.733,0.8,1.333,1.6,1.867,0.0,,desire doue,2029-06-30,914562.0,2026-07-09T08:47:22,2024-08-17,,https://img.a.transfermarkt.technology/portrait/medium/914562-1667317075.jpg?lm=1
Fabián Ruiz Peña,PSG,MF,29,1131,0.08,0.32,1.51,0.32,1.667,1.349,0.873,0.159,0.238,0.159,,fabian ruiz pena,,,,,,
Gonçalo Ramos,PSG,FW,24,1318,0.34,0.07,3.96,1.71,0.068,0.342,0.959,1.644,1.575,0.411,,goncalo ramos,,,,,,
Ibrahim Mbaye,PSG,"FW,MF",17,1006,0.27,0.18,2.15,0.89,1.429,0.357,0.625,0.893,1.161,0.179,,ibrahim mbaye,2028-06-30,1185888.0,2026-07-09T08:47:22,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/1185888-1759430450.jpg?lm=1
Illia Zabarnyi,PSG,DF,22,2387,0.04,0.0,0.15,0.11,0.0,0.755,0.755,0.679,0.302,0.0,,illia zabarnyi,,,,,,
João Neves,PSG,MF,20,1287,0.35,0.07,1.89,0.42,0.28,0.42,0.979,0.909,0.909,0.0,,joao neves,2029-06-30,670681.0,2026-07-09T08:47:22,2024-08-05,,https://img.a.transfermarkt.technology/portrait/medium/670681-1701295511.jpg?lm=1
Khvicha Kvaratskhelia,PSG,FW,24,1479,0.43,0.24,3.96,1.76,2.622,0.61,0.793,1.098,1.585,0.305,,khvicha kvaratskhelia,2029-06-30,502670.0,2026-07-09T08:47:22,2025-01-17,,https://img.a.transfermarkt.technology/portrait/medium/502670-1777411223.jpg?lm=1
Lee Kang-in,PSG,"MF,FW",24,1519,0.18,0.24,2.19,0.89,6.686,0.059,0.533,1.065,1.124,0.178,,lee kang-in,,,,,,
Lucas Beraldo,PSG,"DF,MF",21,1567,0.11,0.06,0.8,0.23,0.115,1.034,1.207,0.862,0.402,0.0,,lucas beraldo,2028-06-30,872171.0,2026-07-09T08:47:22,2024-01-01,,https://img.a.transfermarkt.technology/portrait/medium/872171-1715107660.jpg?lm=1
Lucas Chevalier,PSG,GK,23,1530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,lucas chevalier,2030-06-30,463600.0,2026-07-09T08:47:22,2025-08-09,,https://img.a.transfermarkt.technology/portrait/medium/463600-1708342501.jpg?lm=1
Lucas Hernández,PSG,DF,29,1747,0.0,0.15,0.57,0.15,0.825,1.082,0.722,1.134,0.979,0.0,,lucas hernandez,2028-06-30,281963.0,2026-07-09T08:47:22,2023-07-09,,https://img.a.transfermarkt.technology/portrait/medium/281963-1667830435.jpg?lm=1
Marquinhos,PSG,DF,31,1052,0.0,0.0,0.26,0.0,0.256,0.598,0.769,0.684,0.171,0.0,,marquinhos,2028-06-30,181767.0,2026-07-09T08:47:22,2013-07-19,,https://img.a.transfermarkt.technology/portrait/medium/181767-1672303747.jpg?lm=1
Mathis Jangeal,PSG,FW,17,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,mathis jangeal,,,,,,
Matvei Safonov,PSG,GK,26,1350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,matvei safonov,,,,,,
Noah Nsoki,PSG,MF,18,8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,noah nsoki,,,,,,
Nuno Mendes,PSG,DF,23,1256,0.21,0.36,2.15,1.07,3.143,1.0,1.429,0.857,1.786,0.214,,nuno mendes,2029-06-30,616341.0,2026-07-09T08:47:22,2022-07-01,,https://img.a.transfermarkt.technology/portrait/medium/616341-1749417164.jpg?lm=1
Ousmane Dembélé,PSG,FW,28,1063,0.68,0.59,3.81,1.52,4.153,0.0,0.254,0.254,0.339,0.678,,ousmane dembele,2028-06-30,288230.0,2026-07-09T08:47:22,2023-08-12,,https://img.a.transfermarkt.technology/portrait/medium/288230-1684148641.jpg?lm=1
Pierre Mounguengue,PSG,FW,17,16,0.0,0.0,11.25,5.63,0.0,0.0,0.0,0.0,0.0,0.0,,pierre mounguengue,,,,,,
Quentin Ndjantou Mbitcha,PSG,MF,18,360,0.25,0.25,2.25,0.75,1.0,0.5,0.25,1.75,0.5,0.0,,quentin ndjantou mbitcha,,,,,,
Renato Marin,PSG,GK,19,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,renato marin,2030-06-30,1041614.0,2026-07-06T09:12:54,2025-07-17,,https://img.a.transfermarkt.technology/portrait/medium/1041614-1730123074.jpg?lm=1
Senny Mayulu,PSG,"MF,FW",19,1672,0.22,0.22,1.88,0.59,1.452,0.645,1.667,1.29,1.075,0.054,,senny mayulu,2027-06-30,903693.0,2026-07-09T08:47:22,2024-01-01,,https://img.a.transfermarkt.technology/portrait/medium/903693-1716562599.jpg?lm=1
Vitinha,PSG,MF,25,2119,0.04,0.3,1.44,0.42,0.894,1.106,0.851,0.596,0.894,0.0,,vitinha,2029-06-30,487469.0,2026-07-09T08:47:22,2022-07-01,,https://img.a.transfermarkt.technology/portrait/medium/487469-1749415169.jpg?lm=1
Warren Zaïre-Emery,PSG,"DF,MF",19,2447,0.11,0.15,0.7,0.26,0.551,0.404,1.066,1.287,0.625,0.0,,warren zaire-emery,2029-06-30,810092.0,2026-07-09T08:47:22,2022-07-01,,https://img.a.transfermarkt.technology/portrait/medium/810092-1777411744.jpg?lm=1
Willian Pacho,PSG,DF,23,1914,0.0,0.0,0.38,0.05,0.0,1.221,1.221,0.282,0.329,0.094,,willian pacho,2029-06-30,661171.0,2026-07-09T08:47:22,2024-08-09,,https://img.a.transfermarkt.technology/portrait/medium/661171-1696508666.jpg?lm=1
Adama Camara,Paris FC,"MF,DF",28,2159,0.04,0.0,0.71,0.21,0.583,1.583,1.25,1.083,0.75,0.0,,adama camara,2027-06-30,973949.0,2026-07-09T08:47:27,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/973949-1741880935.jpg?lm=1
Alimami Gory,Paris FC,"MF,DF",28,982,0.46,0.09,1.74,0.55,0.917,0.734,1.009,1.101,1.376,0.734,,alimami gory,2027-06-30,435492.0,2026-07-09T08:47:27,2022-07-09,,https://img.a.transfermarkt.technology/portrait/medium/435492-1566223909.png?lm=1
Ciro Immobile,Paris FC,FW,35,705,0.26,0.26,1.91,0.64,0.385,0.128,0.0,1.026,0.769,1.026,,ciro immobile,2027-06-30,105521.0,2026-07-09T08:47:27,2026-02-01,,https://img.a.transfermarkt.technology/portrait/medium/105521-1770718860.jpg?lm=1
Diego Coppola,Paris FC,DF,21,1170,0.0,0.15,0.38,0.23,0.0,0.538,0.692,0.462,0.231,0.0,,diego coppola,,,,,,
Hamari Traoré,Paris FC,DF,33,1150,0.0,0.08,0.31,0.0,2.109,1.406,1.719,1.641,0.469,0.078,,hamari traore,2027-06-30,297070.0,2026-07-09T08:47:27,2025-09-01,,https://img.a.transfermarkt.technology/portrait/medium/297070-1664981394.jpg?lm=1
Ilan Kebbal,Paris FC,"MF,FW",27,2222,0.24,0.16,1.98,0.81,4.453,0.283,0.607,0.607,2.47,0.121,,ilan kebbal,2028-06-30,739769.0,2026-07-09T08:47:27,2023-07-10,,https://img.a.transfermarkt.technology/portrait/medium/739769-1762353660.jpg?lm=1
Jean-Philippe Krasso,Paris FC,FW,28,1092,0.08,0.16,2.23,0.82,0.331,0.083,0.661,1.653,1.57,0.826,,jean-philippe krasso,2027-06-30,358515.0,2026-07-09T08:47:27,2024-07-06,,https://img.a.transfermarkt.technology/portrait/medium/358515-1694785707.jpg?lm=1
Jonathan Ikone,Paris FC,"MF,FW",27,1100,0.25,0.08,2.05,0.49,0.574,0.41,1.23,1.066,1.475,0.246,,jonathan ikone,2027-06-30,324690.0,2026-07-09T08:47:27,2025-09-01,,https://img.a.transfermarkt.technology/portrait/medium/324690-1697179025.jpg?lm=1
Julien López,Paris FC,"FW,MF",33,45,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,julien lopez,,,,,,
Kevin Trapp,Paris FC,GK,35,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,kevin trapp,2028-06-30,45672.0,2026-07-09T08:47:27,2025-08-19,,https://img.a.transfermarkt.technology/portrait/medium/45672-1724772525.jpg?lm=1
Lohann Doucet,Paris FC,MF,22,121,0.74,0.0,1.49,0.74,0.0,0.0,0.0,3.077,0.769,0.0,,lohann doucet,2027-06-30,830265.0,2026-07-09T08:47:27,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/830265-1741881062.jpg?lm=1
Luca Koleosho,Paris FC,MF,20,554,0.49,0.16,2.76,1.62,2.419,0.484,2.419,1.613,0.645,0.161,,luca koleosho,,,,,,
Marshall Munetsi,Paris FC,MF,29,975,0.37,0.09,1.75,0.83,0.0,0.278,0.741,1.111,0.833,0.093,,marshall munetsi,,,,,,
Mathieu Cafaro,Paris FC,FW,28,152,0.0,0.0,4.14,0.59,4.118,0.0,0.0,1.176,2.353,1.176,,mathieu cafaro,2027-06-30,399383.0,2026-07-09T08:47:27,2025-02-03,,https://img.a.transfermarkt.technology/portrait/medium/399383-1727721832.jpg?lm=1
Maxime Lopez,Paris FC,MF,27,1960,0.0,0.14,0.6,0.28,3.807,0.505,0.78,1.239,0.367,0.229,,maxime lopez,2027-06-30,290862.0,2026-07-09T08:47:27,2024-08-29,,https://img.a.transfermarkt.technology/portrait/medium/290862-1692883050.jpg?lm=1
Mohamed Benoit Dao,Paris FC,FW,18,2,0.0,0.0,0.0,0.0,,,,,,,,mohamed benoit dao,,,,,,
Moses Simon,Paris FC,"MF,FW",30,2001,0.13,0.13,1.53,0.49,6.441,0.36,0.495,0.676,0.856,0.495,,moses simon,2028-06-30,274862.0,2026-07-09T08:47:27,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/274862-1703065226.jpg?lm=1
Moustapha Mbow,Paris FC,DF,25,2717,0.0,0.03,0.33,0.1,0.066,1.258,1.093,0.894,0.53,0.033,,moustapha mbow,2028-06-30,649026.0,2026-07-09T08:47:27,2023-07-20,,https://img.a.transfermarkt.technology/portrait/medium/649026-1779366442.jpg?lm=1
Nhoa Sangui,Paris FC,DF,19,1737,0.0,0.0,0.21,0.05,1.917,1.088,0.725,0.259,0.881,0.104,,nhoa sangui,2030-06-30,955281.0,2026-07-09T08:47:27,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/955281-1723838815.png?lm=1
Nouha Dicko,Paris FC,"FW,MF",33,72,1.25,1.25,5.0,2.5,2.5,0.0,0.0,5.0,5.0,2.5,,nouha dicko,,,,,,
Obed Nkambadio,Paris FC,GK,22,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,obed nkambadio,2027-06-30,750878.0,2026-07-09T08:47:27,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/750878-1750172738.jpg?lm=1
Otavio Ataide,Paris FC,DF,23,1901,0.05,0.0,0.57,0.14,0.284,1.28,1.374,1.137,1.564,0.047,,otavio ataide,,,,,,
Pierre Lees-Melou,Paris FC,MF,32,1782,0.05,0.15,1.36,0.3,0.657,1.01,1.768,1.414,1.212,0.0,,pierre lees-melou,2027-06-30,377393.0,2026-07-09T08:47:27,2025-08-28,,https://img.a.transfermarkt.technology/portrait/medium/377393-1710182831.jpg?lm=1
Pierre-Yves Hamel,Paris FC,FW,31,78,0.0,0.0,0.0,0.0,0.0,1.111,0.0,2.222,0.0,0.0,,pierre-yves hamel,,,,,,
Rudy Matondo,Paris FC,MF,17,743,0.24,0.0,1.09,0.61,0.964,0.602,1.687,1.807,1.687,0.0,,rudy matondo,2028-06-30,1241211.0,2026-07-09T08:47:27,2026-02-02,,https://img.a.transfermarkt.technology/portrait/medium/1241211-1750676329.jpg?lm=1
Samir Chergui,Paris FC,DF,26,1154,0.08,0.0,1.01,0.31,0.469,1.016,0.938,1.094,0.312,0.078,,samir chergui,2021-01-01,668167.0,2026-07-09T08:47:27,2021-01-01,,https://img.a.transfermarkt.technology/portrait/medium/668167-1780326022.jpg?lm=1
Thibault De Smet,Paris FC,DF,27,1144,0.0,0.08,0.31,0.0,2.047,0.787,0.866,0.866,1.024,0.079,,thibault de smet,2027-06-30,340177.0,2026-07-09T08:47:27,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/340177-1723835956.png?lm=1
Timothée Kolodziejczak,Paris FC,DF,33,662,0.0,0.0,0.14,0.14,0.0,0.946,0.811,1.081,0.135,0.0,,timothee kolodziejczak,,,,,,
Tuomas Ollila,Paris FC,DF,25,308,0.0,0.0,1.17,0.29,2.647,1.176,0.294,0.882,1.765,0.294,,tuomas ollila,2027-06-30,433887.0,2026-07-09T08:47:27,2024-01-29,,https://img.a.transfermarkt.technology/portrait/medium/433887-1726155378.png?lm=1
Vincent Marchetti,Paris FC,MF,28,825,0.22,0.11,2.62,0.76,0.109,0.543,1.413,1.304,0.435,0.109,,vincent marchetti,2027-06-30,374040.0,2026-07-09T08:47:27,2024-01-29,,https://img.a.transfermarkt.technology/portrait/medium/374040-1629979268.jpg?lm=1
Willem Geubbels,Paris FC,FW,23,1013,0.36,0.0,2.67,0.8,0.796,0.531,0.177,1.681,0.265,0.885,,willem geubbels,2030-06-30,463620.0,2026-07-09T08:47:27,2025-08-17,,https://img.a.transfermarkt.technology/portrait/medium/463620-1755009181.png?lm=1
Abdelhamid Ait Boudlal,Rennes,DF,19,1403,0.13,0.06,0.83,0.26,0.128,1.154,0.705,0.897,0.641,0.064,,abdelhamid ait boudlal,2028-06-30,1134251.0,2026-07-09T08:47:35,2024-07-02,,https://img.a.transfermarkt.technology/portrait/medium/1134251-1758528519.jpg?lm=1
Alexander Legendre,Rennes,MF,17,45,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,,alexander legendre,,,,,,
Alidu Seidu,Rennes,DF,25,1186,0.0,0.08,0.38,0.08,0.833,1.288,1.667,1.212,2.348,0.227,,alidu seidu,2029-06-30,798404.0,2026-07-09T08:47:35,2024-01-29,,https://img.a.transfermarkt.technology/portrait/medium/798404-1679507806.jpg?lm=1
Anthony Rouault,Rennes,DF,24,1724,0.05,0.0,0.47,0.16,0.0,0.938,0.677,1.354,0.417,0.0,,anthony rouault,2029-06-30,690799.0,2026-07-09T08:47:35,2025-02-03,,https://img.a.transfermarkt.technology/portrait/medium/690799-1723707069.jpg?lm=1
Arnaud Nordin,Rennes,"FW,MF",27,570,0.16,0.32,3.16,0.79,2.857,0.0,0.952,1.27,2.698,0.159,,arnaud nordin,2026-07-01,324811.0,2026-07-09T08:47:35,2026-07-01,NEW,https://img.a.transfermarkt.technology/portrait/medium/324811-1752587724.jpg?lm=1
Bertuğ Yıldırım,Rennes,FW,23,3,0.0,0.0,0.0,0.0,,,,,,,,bertug yildirim,,,,,,
Breel Embolo,Rennes,FW,28,1872,0.38,0.14,1.97,0.87,0.337,0.192,0.673,2.308,2.788,0.673,,breel embolo,2029-06-30,237662.0,2026-07-09T08:47:35,2025-09-01,,https://img.a.transfermarkt.technology/portrait/medium/237662-1779793638.jpg?lm=1
Brice Samba,Rennes,GK,31,2880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,brice samba,2029-06-30,191056.0,2026-07-09T08:47:35,2025-01-08,,https://img.a.transfermarkt.technology/portrait/medium/191056-1602242038.jpg?lm=1
Christopher Wooh,Rennes,DF,23,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.429,0.0,0.0,,christopher wooh,,,,,,
Djaoui Cissé,Rennes,MF,21,981,0.0,0.0,2.2,0.55,2.477,0.459,2.018,1.651,0.917,0.0,,djaoui cisse,2030-06-30,931160.0,2026-07-09T08:47:35,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/931160-1740392570.jpg?lm=1
Esteban Lepaul,Rennes,FW,25,2511,0.61,0.18,3.01,1.33,0.609,0.108,0.179,0.824,0.538,0.287,,esteban lepaul,2030-06-30,461607.0,2026-07-09T08:47:35,2025-08-28,,https://img.a.transfermarkt.technology/portrait/medium/461607-1750956916.png?lm=1
Fabian Rieder,Rennes,MF,23,133,0.0,0.0,0.68,0.0,0.667,1.333,1.333,1.333,0.667,0.0,,fabian rieder,,,,,,
Glen Kamara,Rennes,MF,29,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857,0.0,,glen kamara,2028-06-30,242632.0,2026-07-09T08:47:35,2024-07-16,,https://img.a.transfermarkt.technology/portrait/medium/242632-1663177745.jpg?lm=1
Hans Hateboer,Rennes,"DF,MF",31,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,hans hateboer,,,,,,
Henrick Do Marcolino,Rennes,FW,19,3,0.0,0.0,0.0,0.0,,,,,,,,henrick do marcolino,,,,,,
Ibrahim Salah,Rennes,MF,23,35,0.0,0.0,2.57,0.0,0.0,0.0,2.5,0.0,5.0,2.5,,ibrahim salah,,,,,,
Jérémy Jacquet,Rennes,DF,20,1671,0.0,0.0,0.59,0.16,0.0,1.183,0.914,1.075,0.914,0.054,,jeremy jacquet,,,,,,
Kader Meïté,Rennes,FW,17,535,0.5,0.34,3.7,1.18,0.508,0.169,0.339,2.034,0.678,1.356,,kader meite,,,,,,
Lilian Brassier,Rennes,DF,25,2250,0.0,0.04,0.44,0.08,0.92,1.52,0.52,1.08,0.84,0.0,,lilian brassier,2029-06-30,485960.0,2026-07-09T08:47:35,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/485960-1736237346.jpg?lm=1
Lucas Rosier,Rennes,FW,18,2,0.0,0.0,0.0,0.0,,,,,,,,lucas rosier,,,,,,
Ludovic Blas,Rennes,"MF,FW",27,1546,0.17,0.23,2.74,0.82,5.407,0.872,0.581,1.395,1.57,0.291,,ludovic blas,2027-06-30,288225.0,2026-07-09T08:47:35,2023-07-05,,https://img.a.transfermarkt.technology/portrait/medium/288225-1762353535.jpg?lm=1
Mahamadou Nagida,Rennes,DF,20,805,0.0,0.0,1.45,0.34,2.247,2.247,1.348,1.573,1.236,0.0,,mahamadou nagida,2029-06-30,1176345.0,2026-07-09T08:47:35,2024-07-01,,https://img.a.transfermarkt.technology/portrait/medium/1176345-1702911497.jpg?lm=1
Mahdi Camara,Rennes,MF,27,2653,0.1,0.03,0.98,0.41,0.949,0.915,1.119,1.322,0.949,0.136,,mahdi camara,2029-06-30,324795.0,2026-07-09T08:47:35,2025-08-13,,https://img.a.transfermarkt.technology/portrait/medium/324795-1710182811.jpg?lm=1
